Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev
1,Tyreek Hill,KC,OAK,1,5,1.9,1.1
2,DeAndre Hopkins,HOU,CLE,1,6,3.4,1.3
3,Adam Thielen,MIN,NE,1,7,3.4,1.7
4,Michael Thomas,NO,DAL,1,8,3.4,1.5
5,Antonio Brown,PIT,LAC,1,14,3.8,2.0
6,Davante Adams,GB,ARI,2,8,5.9,1.2
7,Julio Jones,ATL,BAL,4,8,6.5,0.9
8,Odell Beckham Jr.,NYG,CHI,5,13,8.4,1.2
9,Mike Evans,TB,CAR,7,19,10.4,1.6
10,Robert Woods,LAR,DET,6,17,10.8,2.0
11,Brandin Cooks,LAR,DET,6,18,11.3,2.0
12,Keenan Allen,LAC,PIT,7,16,11.6,1.6
13,JuJu Smith-Schuster,PIT,LAC,8,16,13.1,1.8
14,Emmanuel Sanders,DEN,CIN,13,21,14.4,1.0
15,Kenny Golladay,DET,LAR,8,20,14.8,2.7
16,Julian Edelman,NE,MIN,11,27,16.5,2.5
17,Amari Cooper,DAL,NO,11,22,18.0,1.8
18,Corey Davis,TEN,NYJ,17,29,19.5,2.1
19,T.Y. Hilton,IND,JAC,12,27,19.9,2.2
20,Stefon Diggs,MIN,NE,8,48,21.6,10.3
21,D.J. Moore,CAR,TB,12,28,21.8,1.6
22,Tyler Lockett,SEA,SF,16,32,22.0,2.7
23,A.J. Green,CIN,DEN,13,57,24.7,6.0
24,Josh Gordon,NE,MIN,18,31,25.3,2.4
25,Tyler Boyd,CIN,DEN,21,34,25.9,2.9
26,Larry Fitzgerald,ARI,GB,15,41,27.0,4.7
27,Jarvis Landry,CLE,HOU,16,49,27.4,5.0
28,Alshon Jeffery,PHI,WAS,22,44,28.6,2.6
29,Adam Humphries,TB,CAR,14,40,28.8,4.8
30,Josh Reynolds,LAR,DET,17,49,29.7,5.0
31,Doug Baldwin,SEA,SF,23,51,31.3,3.7
32,Allen Robinson,CHI,NYG,24,46,31.3,3.7
33,Chris Godwin,TB,CAR,21,48,32.1,5.7
34,Calvin Ridley,ATL,BAL,18,40,32.6,3.3
35,Courtland Sutton,DEN,CIN,24,51,35.1,3.4
36,Golden Tate,PHI,WAS,22,43,36.3,2.7
37,Tre'Quan Smith,NO,DAL,20,42,36.8,3.5
38,David Moore,SEA,SF,24,53,37.5,4.0
39,Demaryius Thomas,HOU,CLE,30,41,34.7,2.2
40,Christian Kirk,ARI,GB,36,52,42.2,2.9
41,Anthony Miller,CHI,NYG,35,53,42.6,3.7
42,Taylor Gabriel,CHI,NYG,29,51,43.6,4.3
43,Sterling Shepard,NYG,CHI,35,61,43.7,3.5
44,Mohamed Sanu,ATL,BAL,37,67,46.4,4.2
45,Mike Williams,LAC,PIT,39,57,46.6,3.4
46,Curtis Samuel,CAR,TB,21,63,46.8,4.6
47,Dede Westbrook,JAC,IND,33,60,50.4,3.4
48,Marquez Valdes-Scantling,GB,ARI,32,70,51.1,5.8
49,Josh Doctson,WAS,PHI,24,73,48.5,9.0
50,Quincy Enunwa,NYJ,TEN,37,62,51.7,3.9
51,Donte Moncrief,JAC,IND,49,63,54.9,3.5
52,Chris Conley,KC,OAK,29,82,52.4,12.2
53,Michael Crabtree,BAL,ATL,36,74,52.9,7.5
54,Bruce Ellington,DET,LAR,38,74,56.5,8.3
55,Marcell Ateman,OAK,KC,34,80,57.6,8.1
56,Devante Parker,MIA,BUF,45,70,57.9,5.9
57,Devin Funchess,CAR,TB,31,104,56.0,9.5
58,Antonio Callaway,CLE,HOU,36,77,57.2,5.2
59,John Brown,BAL,ATL,42,73,58.1,5.1
60,Dante Pettis,SF,SEA,39,77,57.5,8.4
61,Willie Snead,BAL,ATL,47,69,60.6,3.7
62,Jermaine Kearse,NYJ,TEN,42,81,63.4,5.1
63,Cole Beasley,DAL,NO,40,69,60.9,5.5
64,Robby Anderson,NYJ,TEN,43,81,62.2,6.0
65,Tyrell Williams,LAC,PIT,47,78,63.9,6.4
66,John Ross,CIN,DEN,53,90,65.9,8.7
67,Kenny Stills,MIA,BUF,45,76,63.7,6.0
68,Jordy Nelson,OAK,KC,58,81,67.2,3.3
69,Michael Gallup,DAL,NO,56,75,67.9,3.9
70,Zay Jones,BUF,MIA,63,81,70.4,3.1
71,Randall Cobb,GB,ARI,39,127,71.1,9.4
72,Dontrelle Inman,IND,JAC,60,83,70.5,4.3
73,Trey Quinn,WAS,PHI,62,86,74.4,5.8
74,Seth Roberts,OAK,KC,55,86,70.4,6.1
75,Chris Hogan,NE,MIN,67,96,79.2,4.9
76,Nelson Agholor,PHI,WAS,66,82,75.5,2.7
77,Kelvin Benjamin,BUF,MIA,69,100,78.4,4.5
78,Maurice Harris,WAS,PHI,70,107,81.3,4.6
79,Tajae Sharpe,TEN,NYJ,64,93,84.4,5.1
80,Ryan Switzer,PIT,LAC,67,94,77.9,4.3
81,Kendrick Bourne,SF,SEA,60,91,83.4,6.1
82,Robert Foster,BUF,MIA,57,100,92.1,8.0
83,Chester Rogers,IND,JAC,66,93,79.8,5.1
84,Rashard Higgins,CLE,HOU,76,116,83.7,5.9
85,Laquon Treadwell,MIN,NE,68,101,84.2,6.2
86,Equanimeous St. Brown,GB,ARI,53,95,84.4,5.1
87,Aldrick Robinson,MIN,NE,37,97,80.3,9.7
88,Taywan Taylor,TEN,NYJ,72,98,87.3,4.0
89,Travis Benjamin,LAC,PIT,85,111,90.2,3.3
90,Keelan Cole,JAC,IND,73,130,91.8,9.7
91,Jarius Wright,CAR,TB,69,103,89.7,5.0
92,Demarcus Robinson,KC,OAK,70,110,92.4,6.2
93,Austin Carr,NO,DAL,77,104,91.5,6.4
94,TJ Jones,DET,LAR,75,112,94.9,6.2
95,Leonte Carroo,MIA,BUF,65,110,92.1,10.3
96,Cordarrelle Patterson,NE,MIN,79,112,97.4,5.2
97,Keith Kirkwood,NO,DAL,81,112,102.1,4.9
98,Ryan Grant,IND,JAC,87,105,96.0,4.6
99,Allen Hurns,DAL,NO,70,109,100.3,4.1
100,Jamison Crowder,WAS,PHI,62,144,92.3,10.7
101,Torrey Smith,CAR,TB,76,110,100.8,5.7
102,Trent Taylor,SF,SEA,94,113,100.5,3.9
103,James Washington,PIT,LAC,88,132,105.5,4.6
104,Breshad Perriman,CLE,HOU,76,107,97.4,5.8
105,Tim Patrick,DEN,CIN,104,136,117.4,10.0
106,DaeSean Hamilton,DEN,CIN,81,110,101.0,6.9
107,Bennie Fowler,NYG,CHI,96,126,102.1,2.5
108,Richie James,SF,SEA,91,125,103.1,8.2
109,Isaiah McKenzie,BUF,MIA,94,130,107.1,6.8
110,Josh Bellamy,CHI,NYG,101,125,112.8,3.6
111,Jordan Matthews,PHI,WAS,88,129,110.1,4.5
112,Jaron Brown,SEA,SF,99,134,115.6,6.3
113,Cody Core,CIN,DEN,93,139,114.0,7.5
114,Phillip Dorsett,NE,MIN,106,129,115.8,2.8
115,Michael Floyd,WAS,PHI,83,133,117.4,5.5
116,Corey Coleman,NYG,CHI,115,135,120.0,5.4
117,Noah Brown,DAL,NO,86,129,112.9,10.7
118,Cam Batson,TEN,NYJ,113,134,125.0,3.2
119,Zach Pascal,IND,JAC,105,156,122.1,6.6
120,Alex Erickson,CIN,DEN,106,164,122.1,10.5
121,Deonte Thompson,BUF,MIA,92,144,124.6,5.4
122,Chris Moore,BAL,ATL,103,124,118.6,3.0
123,Marvin Hall,ATL,BAL,107,135,118.7,7.5
124,Andre Holmes,BUF,MIA,91,155,124.1,9.2
125,Marquise Goodwin,SF,SEA,67,85,76.3,7.1
126,Andy Jones,DET,LAR,112,133,120.5,4.6
127,Damion Ratley,CLE,HOU,115,153,121.5,3.2
128,Justin Hardy,ATL,BAL,118,132,126.8,3.9
129,J.,ARI,GB,115,135,124.4,5.6
130,Tommylee Lewis,NO,DAL,99,120,105.0,4.7
131,Auden Tate,CIN,DEN,114,150,121.7,8.8
132,Russell Shepard,NYG,CHI,113,139,127.1,6.4
133,Brice Butler,MIA,BUF,95,139,117.3,9.7
134,Dwayne Harris,OAK,KC,121,137,128.3,5.4
135,Justin Watson,TB,CAR,91,142,111.8,17.0
136,Rashad Greene,JAC,IND,100,131,112.0,8.7
137,Trent Sherfield,ARI,GB,115,146,130.3,6.4
138,Andre Roberts,NYJ,TEN,116,134,125.4,7.1
139,Charone Peake,NYJ,TEN,126,154,132.0,4.5
140,Pharoh Cooper,LAR,DET,118,137,127.8,8.1
141,Nick Williams,FA,,102,139,123.8,14.4
142,Brandon Marshall,NO,DAL,102,126,116.7,10.5
143,Darius Jennings,TEN,NYJ,119,140,133.6,4.1
144,Khadarel Hodge,LAR,DET,128,168,141.7,6.3
145,Jake Kumerow,GB,ARI,100,143,136.0,7.8
146,J'Mon Moore,GB,ARI,127,160,137.0,4.9
147,Rishard Matthews,NYJ,TEN,93,149,132.5,22.9
148,Chad Williams,ARI,GB,124,136,128.3,5.4
149,Justin Hunter,PIT,LAC,114,145,131.0,12.8
150,DeAndre Carter,HOU,CLE,94,162,139.8,26.9
151,Keon Hatcher,OAK,KC,135,163,143.2,4.7
152,Sammie Coates,HOU,CLE,114,142,128.0,14.0
153,Marcus Kemp,KC,OAK,121,153,138.3,13.2
154,Bobo Wilson,TB,CAR,137,152,144.3,5.7
155,Kevin White,CHI,NYG,133,146,140.7,5.6
156,Geremy Davis,LAC,PIT,138,147,143.3,3.9
157,Martavis Bryant,OAK,KC,135,167,149.8,11.4
158,Brandon Zylstra,MIN,NE,137,151,145.3,6.0
159,Darrius Heyward-Bey,PIT,LAC,142,157,149.0,6.2
160,Gehrig Dieter,KC,OAK,142,154,149.3,5.2
161,Malik Turner,SEA,SF,145,156,149.3,4.8
162,JoJo Natson,LAR,DET,149,158,154.7,4.0
163,Lance Lenoir,DAL,NO,150,169,159.5,9.5
