Player Name,Team,rec_att,rec_yds,rec_tds,rush_att,rush_yds,rush_tds,fumbles,fpts
Keenan Allen,LAC,7.8,99.2,0.7,0.4,3.1,0.0,0.1,18.1
DeAndre Hopkins,HOU,7.2,93.9,0.8,0.0,0.0,0.0,0.1,17.6
Julio Jones,ATL,6.6,97.0,0.6,0.1,0.9,0.0,0.1,16.6
Michael Thomas,NO,7.7,82.9,0.6,0.0,0.0,0.0,0.1,15.7
Mike Evans,TB,5.3,92.2,0.6,0.1,0.5,0.0,0.0,15.2
Cooper Kupp,LAR,6.9,78.2,0.6,0.4,2.4,0.0,0.1,15.2
Chris Godwin,TB,5.8,85.0,0.6,0.1,0.5,0.0,0.1,15.1
Odell Beckham Jr.,CLE,5.7,79.8,0.7,0.1,0.7,0.0,0.0,14.7
Julian Edelman,NE,6.6,74.2,0.6,0.6,4.6,0.0,0.1,14.3
Sammy Watkins,KC,5.4,74.6,0.7,0.1,0.7,0.0,0.1,14.1
Tyler Lockett,SEA,5.3,73.9,0.7,0.5,3.2,0.0,0.1,14.1
Tyler Boyd,CIN,6.4,73.4,0.6,0.2,1.6,0.0,0.1,14.1
Amari Cooper,DAL,5.3,76.2,0.6,0.2,1.3,0.0,0.1,14.0
Adam Thielen,MIN,5.5,73.0,0.6,0.3,2.1,0.0,0.1,13.7
Larry Fitzgerald,ARI,6.0,70.9,0.6,0.1,0.5,0.0,0.1,13.5
Brandin Cooks,LAR,5.4,74.7,0.5,0.5,2.9,0.0,0.1,13.3
Alshon Jeffery,PHI,5.1,62.8,0.6,0.1,0.4,0.0,0.0,12.6
T.Y. Hilton,IND,4.9,71.8,0.5,0.0,0.0,0.0,0.0,12.5
JuJu Smith-Schuster,PIT,5.2,69.9,0.5,0.0,0.4,0.0,0.0,12.4
Marquise Brown,BAL,4.4,68.5,0.5,0.3,2.2,0.0,0.0,12.4
Allen Robinson,CHI,4.8,66.1,0.5,0.0,0.2,0.0,0.0,11.9
Courtland Sutton,DEN,4.9,67.3,0.5,0.0,0.0,0.0,0.0,11.9
Josh Gordon,NE,4.4,65.3,0.5,0.1,0.3,0.0,0.0,11.8
Sterling Shepard,NYG,5.2,60.2,0.5,0.4,2.9,0.0,0.1,11.6
Marquez Valdes-Scantling,GB,4.7,65.6,0.4,0.2,1.3,0.0,0.0,11.4
Robert Woods,LAR,5.5,65.8,0.3,0.9,6.4,0.0,0.1,11.4
D.J. Moore,CAR,4.9,60.7,0.4,0.7,7.6,0.0,0.2,11.4
John Brown,BUF,4.3,65.2,0.4,0.2,0.9,0.0,0.0,11.1
Emmanuel Sanders,DEN,6.0,68.8,0.2,0.2,1.3,0.0,0.1,11.1
Stefon Diggs,MIN,5.1,61.8,0.3,0.4,2.0,0.0,0.1,10.6
D.J. Chark,JAC,4.6,57.6,0.4,0.1,0.8,0.0,0.1,10.5
Jarvis Landry,CLE,4.8,63.3,0.2,0.3,2.2,0.0,0.1,10.1
Demarcus Robinson,KC,3.6,49.9,0.6,0.0,0.0,0.0,0.0,10.1
Mike Williams,LAC,3.6,53.6,0.4,0.1,0.7,0.0,0.0,10.0
Calvin Ridley,ATL,4.5,58.5,0.3,0.2,0.8,0.0,0.0,9.9
Will Fuller,HOU,4.0,61.0,0.3,0.2,0.9,0.0,0.0,9.8
Curtis Samuel,CAR,4.3,52.0,0.2,0.7,6.0,0.1,0.0,9.6
Geronimo Allison,GB,3.8,50.3,0.4,0.2,1.1,0.0,0.1,9.3
Tyrell Williams,OAK,4.7,55.6,0.2,0.1,0.3,0.0,0.0,9.2
Auden Tate,CIN,4.8,56.0,0.2,0.0,0.1,0.0,0.1,9.1
Jamison Crowder,NYJ,5.0,52.3,0.1,0.3,1.5,0.0,0.1,8.5
Mecole Hardman,KC,3.5,51.9,0.2,0.2,1.7,0.0,0.0,8.4
Cole Beasley,BUF,4.9,52.8,0.1,0.0,0.0,0.0,0.0,8.4
Mohamed Sanu,ATL,4.4,50.9,0.2,0.3,1.7,0.0,0.0,8.4
Golden Tate,NYG,5.1,48.7,0.2,0.2,1.1,0.0,0.1,8.3
D.K. Metcalf,SEA,3.6,51.4,0.2,0.0,0.2,0.0,0.0,8.3
Dede Westbrook,JAC,4.6,46.0,0.2,0.6,4.8,0.0,0.1,8.1
Robby Anderson,NYJ,3.8,51.6,0.2,0.1,0.7,0.0,0.0,8.1
Phillip Dorsett,NE,3.5,44.8,0.2,0.4,2.7,0.0,0.0,8.0
Diontae Johnson,PIT,3.8,49.5,0.2,0.2,1.4,0.0,0.1,7.9
Nelson Agholor,PHI,3.8,45.2,0.2,0.2,1.6,0.0,0.1,7.9
Deebo Samuel,SF,3.8,45.5,0.2,0.5,2.9,0.0,0.0,7.8
KeeSean Johnson,ARI,3.9,45.9,0.1,0.1,0.4,0.0,0.0,7.3
Terry McLaurin,WAS,3.6,47.5,0.1,0.0,0.2,0.0,0.0,7.1
Corey Davis,TEN,3.5,43.9,0.1,0.2,1.7,0.0,0.0,7.1
Michael Gallup,DAL,2.8,47.1,0.2,0.0,0.0,0.0,0.0,7.1
Chris Conley,JAC,3.7,43.0,0.1,0.0,0.3,0.0,0.1,6.8
Marquise Goodwin,SF,2.8,41.6,0.2,0.2,1.0,0.0,0.0,6.7
A.J. Brown,TEN,3.0,38.3,0.1,0.1,0.9,0.0,0.0,6.2
Paul Richardson,WAS,2.9,38.9,0.1,0.1,0.5,0.0,0.0,6.1
Ted Ginn,NO,3.0,39.5,0.1,0.2,1.3,0.0,0.0,6.1
Randall Cobb,DAL,3.0,34.1,0.1,0.4,2.1,0.0,0.0,5.9
Adam Humphries,TEN,3.4,33.1,0.1,0.2,1.2,0.0,0.0,5.8
James Washington,PIT,2.7,39.3,0.1,0.1,0.3,0.0,0.0,5.8
Willie Snead,BAL,2.8,35.5,0.1,0.1,0.4,0.0,0.0,5.6
Trey Quinn,WAS,2.9,32.9,0.1,0.1,0.6,0.0,0.0,5.2
Trent Sherfield,ARI,2.4,30.9,0.1,0.0,0.3,0.0,0.0,5.0
Kenny Stills,HOU,2.0,30.3,0.2,0.0,0.0,0.0,0.0,4.9
Javon Wims,CHI,2.4,30.3,0.1,0.2,1.1,0.0,0.0,4.9
Hunter Renfrow,OAK,3.0,28.5,0.1,0.0,0.1,0.0,0.0,4.8
Dante Pettis,SF,2.1,28.3,0.1,0.1,0.2,0.0,0.0,4.8
Keke Coutee,HOU,2.3,26.9,0.1,0.2,1.6,0.0,0.0,4.7
Antonio Callaway,CLE,2.0,28.5,0.1,0.0,0.1,0.0,0.0,4.7
Tre'Quan Smith,NO,1.8,25.7,0.2,0.1,0.2,0.0,0.0,4.5
Anthony Miller,CHI,1.8,22.7,0.2,0.3,1.8,0.0,0.0,4.5
Zach Pascal,IND,2.1,27.5,0.1,0.1,0.8,0.0,0.0,4.4
Zay Jones,BUF,2.3,27.2,0.1,0.0,0.0,0.0,0.0,4.4
Mack Hollins,PHI,2.1,25.4,0.1,0.1,0.5,0.0,0.0,4.3
Jaron Brown,SEA,1.7,23.8,0.2,0.1,0.3,0.0,0.0,4.3
Chester Rogers,IND,2.2,24.6,0.1,0.1,0.0,0.0,0.0,4.1
Richie James,SF,2.0,22.7,0.1,0.0,0.0,0.0,0.0,4.0
Cordarrelle Patterson,CHI,1.3,12.8,0.1,2.2,12.7,0.1,0.0,3.9
DaeSean Hamilton,DEN,2.4,23.6,0.1,0.0,0.0,0.0,0.0,3.9
Damion Willis,CIN,1.9,22.2,0.1,0.1,0.6,0.0,0.0,3.9
Jarius Wright,CAR,2.1,23.7,0.1,0.1,1.0,0.0,0.0,3.9
Andre Patton,LAC,1.7,21.7,0.1,0.2,1.2,0.0,0.0,3.7
Jake Kumerow,GB,1.9,24.0,0.1,0.0,0.1,0.0,0.0,3.7
David Moore,SEA,1.5,22.8,0.1,0.0,0.1,0.0,0.0,3.6
Deon Cain,IND,1.8,23.5,0.1,0.0,0.4,0.0,0.0,3.6
Seth Roberts,BAL,1.8,22.0,0.1,0.1,0.2,0.0,0.0,3.6
Travis Benjamin,LAC,1.6,22.0,0.1,0.2,1.2,0.0,0.0,3.5
Alex Erickson,CIN,1.9,22.3,0.1,0.1,0.5,0.0,0.1,3.5
J.J. Nelson,OAK,1.7,21.8,0.1,0.3,1.3,0.0,0.0,3.5
Miles Boykin,BAL,1.7,20.7,0.1,0.0,0.2,0.0,0.0,3.4
Devin Smith,DAL,1.5,21.0,0.1,0.0,0.2,0.0,0.0,3.4
Tajae Sharpe,TEN,1.6,20.8,0.1,0.1,0.8,0.0,0.0,3.4
Darius Slayton,NYG,1.8,20.3,0.0,0.1,0.6,0.0,0.0,3.2
Geremy Davis,LAC,1.5,18.6,0.1,0.2,1.0,0.0,0.0,3.2
Cody Latimer,NYG,1.6,19.8,0.1,0.0,0.0,0.0,0.0,3.2
Kendrick Bourne,SF,1.5,17.5,0.1,0.0,0.0,0.0,0.0,3.1
Braxton Berrios,NYJ,1.7,18.5,0.1,0.0,0.1,0.0,0.0,3.1
Olabisi Johnson,MIN,1.4,17.6,0.1,0.0,0.3,0.0,0.0,2.9
Ryan Switzer,PIT,1.9,14.5,0.1,0.3,1.2,0.0,0.0,2.8
Isaiah McKenzie,BUF,1.1,12.5,0.0,1.0,5.3,0.1,0.1,2.7
Andy Isabella,ARI,1.4,16.7,0.1,0.1,0.5,0.0,0.0,2.7
J.J. Arcega-Whiteside,PHI,1.4,16.4,0.1,0.0,0.2,0.0,0.0,2.7
Rashard Higgins,CLE,1.1,16.1,0.1,0.0,0.0,0.0,0.1,2.6
Josh Reynolds,LAR,1.3,16.4,0.0,0.0,0.3,0.0,0.0,2.6
Bobo Wilson,TB,1.2,15.5,0.1,0.0,0.1,0.0,0.0,2.6
Jakobi Meyers,NE,1.2,14.2,0.1,0.0,0.2,0.0,0.0,2.4
Trevor Davis,OAK,1.1,11.9,0.0,0.2,2.6,0.0,0.0,2.4
Josh Bellamy,NYJ,1.1,13.3,0.1,0.0,0.1,0.0,0.0,2.2
Damion Ratley,CLE,1.2,15.3,0.0,0.0,0.0,0.0,0.0,2.2
Damiere Byrd,ARI,1.4,13.5,0.0,0.0,0.5,0.0,0.0,2.1
Pharoh Cooper,ARI,1.5,12.9,0.0,0.0,0.2,0.0,0.1,2.1
Kelvin Harmon,WAS,1.1,13.4,0.0,0.1,0.4,0.0,0.0,2.0
Austin Carr,NO,0.9,10.1,0.0,0.0,0.0,0.0,0.0,1.7
Justin Hardy,ATL,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.6
Malik Turner,SEA,0.9,10.0,0.0,0.0,0.0,0.0,0.0,1.6
Tavon Austin,DAL,0.7,7.1,0.0,0.4,2.8,0.0,0.0,1.5
Marqise Lee,JAC,0.8,10.1,0.0,0.0,0.3,0.0,0.0,1.5
Keelan Doss,OAK,0.9,9.7,0.0,0.0,0.1,0.0,0.0,1.5
Jordan Matthews,SF,0.6,6.6,0.1,0.0,0.0,0.0,0.0,1.3
Andre Roberts,BUF,0.7,8.3,0.0,0.0,0.3,0.0,0.0,1.2
Johnny Holton,PIT,0.6,7.3,0.0,0.1,0.5,0.0,0.0,1.2
Darius Jennings,TEN,0.7,6.6,0.0,0.0,0.2,0.0,0.0,1.1
Darrius Shepherd,GB,0.6,7.6,0.0,0.0,0.1,0.0,0.0,1.1
Russell Gage,ATL,0.6,6.6,0.0,0.0,0.1,0.0,0.0,1.0
Demaryius Thomas,NYJ,0.6,6.5,0.0,0.0,0.0,0.0,0.0,1.0
Chris Moore,BAL,0.4,5.5,0.0,0.1,0.5,0.0,0.0,0.9
Scott Miller,TB,0.4,5.4,0.0,0.0,0.0,0.0,0.0,0.8
Steven Sims,WAS,0.4,4.0,0.0,0.3,1.6,0.0,0.0,0.8
DeAndre Carter,HOU,0.4,4.4,0.0,0.1,0.7,0.0,0.0,0.8
Keelan Cole,JAC,0.4,5.7,0.0,0.0,0.0,0.0,0.0,0.8
Justin Watson,TB,0.4,5.1,0.0,0.0,0.0,0.0,0.0,0.8
Vyncint Smith,NYJ,0.4,4.2,0.0,0.0,0.0,0.0,0.0,0.7
Byron Pringle,KC,0.4,4.3,0.0,0.0,0.0,0.0,0.0,0.7
Allen Lazard,GB,0.4,4.5,0.0,0.0,0.0,0.0,0.0,0.7
Taywan Taylor,CLE,0.3,4.5,0.0,0.0,0.1,0.0,0.0,0.7
De'Anthony Thomas,KC,0.4,3.2,0.0,0.0,0.1,0.0,0.0,0.6
Lil'Jordan Humphrey,NO,0.4,3.7,0.0,0.0,0.0,0.0,0.0,0.6
Diontae Spencer,DEN,0.3,3.2,0.0,0.0,0.0,0.0,0.0,0.5
Laquon Treadwell,MIN,0.3,2.6,0.0,0.0,0.0,0.0,0.0,0.4
Cody Core,NYG,0.2,2.8,0.0,0.0,0.0,0.0,0.0,0.4
Ray-Ray McCloud,CAR,0.2,1.9,0.0,0.1,0.6,0.0,0.0,0.4
Gunner Olszewski,NE,0.2,2.7,0.0,0.0,0.0,0.0,0.0,0.4
Deonte Harris,NO,0.2,2.4,0.0,0.0,0.2,0.0,0.0,0.4
Donte Moncrief,PIT,0.2,2.4,0.0,0.0,0.0,0.0,0.0,0.3
JoJo Natson,LAR,0.1,1.3,0.0,0.1,0.7,0.0,0.0,0.3
Dwayne Harris,OAK,0.2,2.2,0.0,0.0,0.0,0.0,0.0,0.3
Mike Thomas,LAR,0.2,1.6,0.0,0.0,0.0,0.0,0.0,0.3
Brandon Zylstra,CAR,0.1,1.7,0.0,0.0,0.0,0.0,0.0,0.3
Stanley Morgan Jr.,CIN,0.2,1.9,0.0,0.0,0.0,0.0,0.0,0.3
Robert Foster,BUF,0.1,1.3,0.0,0.0,0.0,0.0,0.0,0.2
Cedrick Wilson,DAL,0.1,1.2,0.0,0.0,0.0,0.0,0.0,0.2
Khadarel Hodge,CLE,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.2
Fred Brown,DEN,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.2
Cam Sims,WAS,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.2
Greg Ward,PHI,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.1
Juwann Winfree,DEN,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.1
Riley Ridley,CHI,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.1
Ashton Dulin,IND,0.1,0.7,0.0,0.0,0.0,0.0,0.0,0.1
Matt Slater,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Ervin,JAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
